"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25996","End to End Test","","2026-07-22","passed","2026-07-22","","endtoend.spec.js","",""
